customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-103724,Male,0,Yes,No,7,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,46.71,339.51,Yes
CUST-106802,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.26,157.67,No
CUST-104040,Male,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.62,4073.07,Yes
CUST-102459,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.46,2046.35,No
CUST-104710,Male,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.0,3703.7,No
CUST-100549,Female,0,Yes,Yes,17,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.86,958.31,Yes
CUST-104652,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),78.07,722.22,No
CUST-105476,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.25,1049.47,No
CUST-104360,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.34,2129.28,Yes
CUST-105117,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.75,1041.94,No
CUST-106336,Female,0,No,No,57,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.89,3987.54,No
CUST-101471,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.56,3703.52,No
CUST-101234,Female,1,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.96,4192.96,No
CUST-101154,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.08,1638.05,Yes
CUST-101401,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.56,1550.79,No
CUST-100918,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.38,2517.05,No
CUST-104520,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),84.0,500.46,Yes
CUST-102348,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,76.16,3726.23,No
CUST-106248,Male,0,No,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,76.9,5055.01,No
CUST-103660,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.1,3396.26,Yes
CUST-105514,Female,1,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,86.14,5134.34,No
CUST-102601,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.79,4561.72,Yes
CUST-105935,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),78.76,5441.47,No
CUST-101821,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),78.32,5411.51,No
CUST-100467,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.37,1956.34,No
CUST-104440,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,78.35,5377.46,Yes
CUST-101492,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.27,4951.89,No
CUST-104630,Male,0,No,No,58,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.07,3510.85,No
CUST-106323,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.11,1213.56,No
CUST-105891,Male,1,No,No,48,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,68.89,3316.83,Yes
CUST-104170,Male,1,Yes,Yes,5,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.55,345.72,No
CUST-105101,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.26,2025.94,No
CUST-105551,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.54,742.56,No
CUST-103754,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,52.53,3418.55,No
CUST-101888,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),76.01,817.73,No
CUST-105468,Female,1,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.93,1264.91,No
CUST-104861,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.52,4403.32,No
CUST-103128,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.26,5558.0,No
CUST-102487,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.13,4234.52,No
CUST-105264,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),74.68,4198.34,No
CUST-100021,Male,1,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1381.0,No
CUST-106305,Male,1,No,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),62.54,544.98,No
CUST-105179,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.97,437.58,No
CUST-106817,Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.07,1881.21,No
CUST-106526,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,691.25,No
CUST-103275,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.25,851.95,No
CUST-102403,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.91,2817.46,Yes
CUST-103592,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.14,4839.42,No
CUST-101314,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.6,139.76,Yes
CUST-105218,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),60.04,1676.78,Yes
CUST-101047,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),47.59,2790.91,No
CUST-103247,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.23,466.79,No
CUST-106414,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.57,3999.31,No
CUST-105367,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),49.08,3196.48,No
CUST-104066,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.4,471.16,Yes
CUST-105043,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.14,1739.59,No
CUST-100810,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.74,5531.32,No
CUST-103741,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.6,955.59,No
CUST-102479,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,73.28,4461.13,No
CUST-104822,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.13,439.9,Yes
CUST-104203,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.22,1757.43,No
CUST-106940,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.29,4096.65,No
CUST-101368,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,76.32,5165.84,No
CUST-102668,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),93.63,467.39,No
CUST-105261,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.69,85.69,No
CUST-101520,Female,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.53,869.66,No
CUST-104031,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.42,2502.45,Yes
CUST-106543,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,63.72,2751.82,No
CUST-101205,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,75.62,2927.95,No
CUST-102332,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.26,3301.48,No
CUST-105450,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.18,1584.57,Yes
CUST-106752,Female,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.53,1518.13,No
CUST-103849,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),84.91,2041.19,No
CUST-104226,Male,0,No,Yes,69,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,47.11,3243.74,No
CUST-104617,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),57.4,365.25,No
CUST-100955,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,76.1,5413.18,No
CUST-100859,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.61,6527.74,Yes
CUST-102033,Female,0,Yes,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.92,4489.64,No
CUST-101315,Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,83.4,732.97,No
CUST-102399,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.15,1793.82,No
CUST-105860,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.04,5001.06,No
CUST-104719,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.62,2289.13,Yes
CUST-104784,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,73.7,115.69,Yes
CUST-103904,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,75.82,1902.14,No
CUST-106754,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),96.48,307.55,Yes
CUST-101366,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,68.84,1349.99,No
CUST-103043,Female,0,Yes,No,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.58,202.02,No
CUST-103924,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,84.62,2197.48,No
CUST-106353,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,74.62,5192.29,No
CUST-104706,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.81,3103.28,No
CUST-102506,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.84,4723.5,No
CUST-100462,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.72,598.25,Yes
CUST-101573,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.07,708.33,No
CUST-104888,Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,60.84,3759.65,No
CUST-100308,Male,1,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.35,565.94,No
CUST-102121,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.68,321.61,No
CUST-100579,male ,0,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,64.08,616.36,No
CUST-104201,Female,0,No,No,56,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,59.35,3338.61,Yes
CUST-101705,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.86,4878.73,No
CUST-103786,Male,0,No,No,68,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.44,4660.42,Yes
CUST-105282,Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,79.98,,Yes
CUST-102994,Female,1,No,No,9,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),56.6,546.1,No
CUST-102037,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.5,3005.08,No
CUST-105525,Male,0,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),62.85,2716.08,Yes
CUST-105409,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.74,315.33,No
CUST-102095,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.76,6083.3,No
CUST-100870,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,69.91,2362.21,No
CUST-105527,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,72.93,4224.56,No
CUST-105135,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,65.27,2824.76,No
CUST-103049,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.64,4078.73,Yes
CUST-106826,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),72.42,1156.46,No
CUST-102656,Male,0,Yes,Yes,18,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.55,1005.78,No
CUST-105072,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,60.08,112.1,Yes
CUST-103502,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.85,1383.31,No
CUST-104357,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,85.57,5197.54,No
CUST-100976,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.83,4517.12,Yes
CUST-103352,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.36,4081.19,Yes
CUST-100957,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),80.37,2657.42,No
CUST-103699,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.33,422.92,Yes
CUST-101340,Female,1,No,No,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.57,1742.49,No
CUST-101822,Male,1,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.61,3276.15,Yes
CUST-102329,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.1,2015.38,No
CUST-101929,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,46.84,2742.88,No
CUST-103880,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.79,3055.76,No
CUST-105771,Male,0,No,No,65,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.97,4974.82,Yes
CUST-105779,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),76.85,2870.73,No
CUST-100353,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.37,42.97,No
CUST-104827,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.68,4955.38,No
CUST-101445,Male,0,No,No,27,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.16,1126.03,Yes
CUST-104798,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.8,1256.31,No
CUST-102726,Male,0,No,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.8,1133.78,No
CUST-106441,Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.01,810.1,No
CUST-104256,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,85.62,2909.86,No
CUST-103200,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,70.88,3372.44,No
CUST-105229,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,65.79,4341.47,No
CUST-106006,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.14,1436.75,No
CUST-101385,Male,1,Yes,No,58,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),61.78,3568.49,No
CUST-105997,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.21,225.51,Yes
CUST-103721,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.39,1885.35,Yes
CUST-100501,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,81.51,5387.02,No
CUST-103524,Male,0,No,No,31,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,57.76,1786.84,No
CUST-106806,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.0,94.26,No
CUST-106950,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),61.17,501.28,No
CUST-102104,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,76.63,851.99,Yes
CUST-102233,Male,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.72,557.47,Yes
CUST-106513,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,63.04,1428.76,No
CUST-101007,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,81.22,5433.68,No
CUST-106585,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.97,1889.02,No
CUST-106386,Male,0,No,No,45,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.17,2647.76,No
CUST-102171,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.39,1119.94,Yes
CUST-104464,Male,0,No,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,57.17,2752.46,No
CUST-103216,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.78,5382.71,Yes
CUST-106455,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.0,1464.27,Yes
CUST-105060,Female,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.12,1797.59,No
CUST-101318,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1027.48,No
CUST-104589,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),77.36,1472.04,No
CUST-103982,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,79.07,410.29,No
CUST-104429,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.32,1044.97,No
CUST-101475,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.26,5508.36,Yes
CUST-100679,Female,1,No,No,14,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,70.07,974.4,Yes
CUST-105493,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,90.75,2016.81,Yes
CUST-103926,Female,1,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,85.24,1347.35,No
CUST-100380,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.66,4180.51,No
CUST-105750,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.23,3421.61,No
CUST-104163,Male,1,No,No,19,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.18,1154.06,No
CUST-105420,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.02,3064.72,Yes
CUST-101882,Male,0,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.86,3012.93,No
CUST-100477,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.28,4863.44,No
CUST-106314,Female,1,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.44,1157.28,No
CUST-102382,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.93,1400.09,Yes
CUST-106920,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.53,1347.88,No
CUST-102359,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.49,273.33,No
CUST-100425,Male,0,Yes,Yes,60,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,56.61,3370.85,No
CUST-105366,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.31,2219.06,No
CUST-102255,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.57,1157.21,No
CUST-101333,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.42,1785.18,No
CUST-100199,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,89.24,6245.66,No
